"MTU (CET/CEST)","Area","Sequence","Day-ahead Price (EUR/MWh)","Intraday Period (CET/CEST)","Intraday Price (EUR/MWh)"
"01/01/2023 19:00:00 - 01/01/2023 20:00:00","BZN|NL","Without Sequence","54.95","",""
"01/01/2023 20:00:00 - 01/01/2023 21:00:00","BZN|NL","Without Sequence","62.00","",""
"01/01/2023 21:00:00 - 01/01/2023 22:00:00","BZN|NL","Without Sequence","52.93","",""
"01/01/2023 22:00:00 - 01/01/2023 23:00:00","BZN|NL","Without Sequence","45.96","",""
"01/01/2023 23:00:00 - 02/01/2023 00:00:00","BZN|NL","Without Sequence","35.00","",""
"02/01/2023 00:00:00 - 02/01/2023 01:00:00","BZN|NL","Without Sequence","109.90","",""
"02/01/2023 01:00:00 - 02/01/2023 02:00:00","BZN|NL","Without Sequence","94.90","",""
"02/01/2023 02:00:00 - 02/01/2023 03:00:00","BZN|NL","Without Sequence","52.93","",""
"02/01/2023 03:00:00 - 02/01/2023 04:00:00","BZN|NL","Without Sequence","44.16","",""
"02/01/2023 04:00:00 - 02/01/2023 05:00:00","BZN|NL","Without Sequence","50.08","",""
"02/01/2023 05:00:00 - 02/01/2023 06:00:00","BZN|NL","Without Sequence","77.09","",""
"02/01/2023 06:00:00 - 02/01/2023 07:00:00","BZN|NL","Without Sequence","105.08","",""
"02/01/2023 07:00:00 - 02/01/2023 08:00:00","BZN|NL","Without Sequence","140.64","",""
"02/01/2023 08:00:00 - 02/01/2023 09:00:00","BZN|NL","Without Sequence","162.44","",""
"02/01/2023 09:00:00 - 02/01/2023 10:00:00","BZN|NL","Without Sequence","180.00","",""
"02/01/2023 10:00:00 - 02/01/2023 11:00:00","BZN|NL","Without Sequence","145.61","",""
"02/01/2023 11:00:00 - 02/01/2023 12:00:00","BZN|NL","Without Sequence","143.35","",""
"02/01/2023 12:00:00 - 02/01/2023 13:00:00","BZN|NL","Without Sequence","144.38","",""
"02/01/2023 13:00:00 - 02/01/2023 14:00:00","BZN|NL","Without Sequence","143.76","",""
"02/01/2023 14:00:00 - 02/01/2023 15:00:00","BZN|NL","Without Sequence","148.20","",""
"02/01/2023 15:00:00 - 02/01/2023 16:00:00","BZN|NL","Without Sequence","155.34","",""
"02/01/2023 16:00:00 - 02/01/2023 17:00:00","BZN|NL","Without Sequence","164.00","",""
"02/01/2023 17:00:00 - 02/01/2023 18:00:00","BZN|NL","Without Sequence","185.68","",""
"02/01/2023 18:00:00 - 02/01/2023 19:00:00","BZN|NL","Without Sequence","174.74","",""
"02/01/2023 19:00:00 - 02/01/2023 20:00:00","BZN|NL","Without Sequence","169.90","",""
"02/01/2023 20:00:00 - 02/01/2023 21:00:00","BZN|NL","Without Sequence","153.00","",""
"02/01/2023 21:00:00 - 02/01/2023 22:00:00","BZN|NL","Without Sequence","141.67","",""
"02/01/2023 22:00:00 - 02/01/2023 23:00:00","BZN|NL","Without Sequence","134.91","",""
"02/01/2023 23:00:00 - 03/01/2023 00:00:00","BZN|NL","Without Sequence","124.22","",""
"03/01/2023 00:00:00 - 03/01/2023 01:00:00","BZN|NL","Without Sequence","130.01","",""
"03/01/2023 01:00:00 - 03/01/2023 02:00:00","BZN|NL","Without Sequence","120.00","",""
"03/01/2023 02:00:00 - 03/01/2023 03:00:00","BZN|NL","Without Sequence","118.76","",""
"03/01/2023 03:00:00 - 03/01/2023 04:00:00","BZN|NL","Without Sequence","115.00","",""
"03/01/2023 04:00:00 - 03/01/2023 05:00:00","BZN|NL","Without Sequence","113.63","",""
"03/01/2023 05:00:00 - 03/01/2023 06:00:00","BZN|NL","Without Sequence","116.27","",""
"03/01/2023 06:00:00 - 03/01/2023 07:00:00","BZN|NL","Without Sequence","138.92","",""
"03/01/2023 07:00:00 - 03/01/2023 08:00:00","BZN|NL","Without Sequence","159.92","",""
"03/01/2023 08:00:00 - 03/01/2023 09:00:00","BZN|NL","Without Sequence","169.17","",""
"03/01/2023 09:00:00 - 03/01/2023 10:00:00","BZN|NL","Without Sequence","171.18","",""
"03/01/2023 10:00:00 - 03/01/2023 11:00:00","BZN|NL","Without Sequence","168.57","",""
"03/01/2023 11:00:00 - 03/01/2023 12:00:00","BZN|NL","Without Sequence","169.49","",""
"03/01/2023 12:00:00 - 03/01/2023 13:00:00","BZN|NL","Without Sequence","164.50","",""
"03/01/2023 13:00:00 - 03/01/2023 14:00:00","BZN|NL","Without Sequence","160.91","",""
"03/01/2023 14:00:00 - 03/01/2023 15:00:00","BZN|NL","Without Sequence","163.06","",""
"03/01/2023 15:00:00 - 03/01/2023 16:00:00","BZN|NL","Without Sequence","166.79","",""
"03/01/2023 16:00:00 - 03/01/2023 17:00:00","BZN|NL","Without Sequence","166.57","",""
"03/01/2023 17:00:00 - 03/01/2023 18:00:00","BZN|NL","Without Sequence","170.82","",""
"03/01/2023 18:00:00 - 03/01/2023 19:00:00","BZN|NL","Without Sequence","168.95","",""
"03/01/2023 19:00:00 - 03/01/2023 20:00:00","BZN|NL","Without Sequence","160.99","",""
"03/01/2023 20:00:00 - 03/01/2023 21:00:00","BZN|NL","Without Sequence","149.62","",""
"03/01/2023 21:00:00 - 03/01/2023 22:00:00","BZN|NL","Without Sequence","130.63","",""
"03/01/2023 22:00:00 - 03/01/2023 23:00:00","BZN|NL","Without Sequence","114.42","",""
"03/01/2023 23:00:00 - 04/01/2023 00:00:00","BZN|NL","Without Sequence","92.48","",""
"04/01/2023 00:00:00 - 04/01/2023 01:00:00","BZN|NL","Without Sequence","80.07","",""
"04/01/2023 01:00:00 - 04/01/2023 02:00:00","BZN|NL","Without Sequence","68.44","",""
"04/01/2023 02:00:00 - 04/01/2023 03:00:00","BZN|NL","Without Sequence","37.92","",""
"04/01/2023 03:00:00 - 04/01/2023 04:00:00","BZN|NL","Without Sequence","0.00","",""
"04/01/2023 04:00:00 - 04/01/2023 05:00:00","BZN|NL","Without Sequence","0.00","",""
"04/01/2023 05:00:00 - 04/01/2023 06:00:00","BZN|NL","Without Sequence","6.33","",""
"04/01/2023 06:00:00 - 04/01/2023 07:00:00","BZN|NL","Without Sequence","54.90","",""
"04/01/2023 07:00:00 - 04/01/2023 08:00:00","BZN|NL","Without Sequence","85.32","",""
"04/01/2023 08:00:00 - 04/01/2023 09:00:00","BZN|NL","Without Sequence","150.00","",""
"04/01/2023 09:00:00 - 04/01/2023 10:00:00","BZN|NL","Without Sequence","146.00","",""
"04/01/2023 10:00:00 - 04/01/2023 11:00:00","BZN|NL","Without Sequence","131.19","",""
"04/01/2023 11:00:00 - 04/01/2023 12:00:00","BZN|NL","Without Sequence","130.53","",""
"04/01/2023 12:00:00 - 04/01/2023 13:00:00","BZN|NL","Without Sequence","127.87","",""
"04/01/2023 13:00:00 - 04/01/2023 14:00:00","BZN|NL","Without Sequence","119.08","",""
"04/01/2023 14:00:00 - 04/01/2023 15:00:00","BZN|NL","Without Sequence","116.55","",""
"04/01/2023 15:00:00 - 04/01/2023 16:00:00","BZN|NL","Without Sequence","127.99","",""
"04/01/2023 16:00:00 - 04/01/2023 17:00:00","BZN|NL","Without Sequence","131.25","",""
"04/01/2023 17:00:00 - 04/01/2023 18:00:00","BZN|NL","Without Sequence","150.20","",""
"04/01/2023 18:00:00 - 04/01/2023 19:00:00","BZN|NL","Without Sequence","137.50","",""
"04/01/2023 19:00:00 - 04/01/2023 20:00:00","BZN|NL","Without Sequence","129.49","",""
"04/01/2023 20:00:00 - 04/01/2023 21:00:00","BZN|NL","Without Sequence","122.40","",""
"04/01/2023 21:00:00 - 04/01/2023 22:00:00","BZN|NL","Without Sequence","129.39","",""
"04/01/2023 22:00:00 - 04/01/2023 23:00:00","BZN|NL","Without Sequence","108.96","",""
"04/01/2023 23:00:00 - 05/01/2023 00:00:00","BZN|NL","Without Sequence","106.00","",""
"05/01/2023 00:00:00 - 05/01/2023 01:00:00","BZN|NL","Without Sequence","5.40","",""
"05/01/2023 01:00:00 - 05/01/2023 02:00:00","BZN|NL","Without Sequence","3.63","",""
"05/01/2023 02:00:00 - 05/01/2023 03:00:00","BZN|NL","Without Sequence","4.90","",""
"05/01/2023 03:00:00 - 05/01/2023 04:00:00","BZN|NL","Without Sequence","0.00","",""
"05/01/2023 04:00:00 - 05/01/2023 05:00:00","BZN|NL","Without Sequence","6.87","",""
"05/01/2023 05:00:00 - 05/01/2023 06:00:00","BZN|NL","Without Sequence","16.32","",""
"05/01/2023 06:00:00 - 05/01/2023 07:00:00","BZN|NL","Without Sequence","67.80","",""
"05/01/2023 07:00:00 - 05/01/2023 08:00:00","BZN|NL","Without Sequence","119.90","",""
"05/01/2023 08:00:00 - 05/01/2023 09:00:00","BZN|NL","Without Sequence","179.00","",""
"05/01/2023 09:00:00 - 05/01/2023 10:00:00","BZN|NL","Without Sequence","171.04","",""
"05/01/2023 10:00:00 - 05/01/2023 11:00:00","BZN|NL","Without Sequence","169.47","",""
"05/01/2023 11:00:00 - 05/01/2023 12:00:00","BZN|NL","Without Sequence","154.00","",""
"05/01/2023 12:00:00 - 05/01/2023 13:00:00","BZN|NL","Without Sequence","146.00","",""
"05/01/2023 13:00:00 - 05/01/2023 14:00:00","BZN|NL","Without Sequence","145.10","",""
"05/01/2023 14:00:00 - 05/01/2023 15:00:00","BZN|NL","Without Sequence","151.03","",""
"05/01/2023 15:00:00 - 05/01/2023 16:00:00","BZN|NL","Without Sequence","159.48","",""
"05/01/2023 16:00:00 - 05/01/2023 17:00:00","BZN|NL","Without Sequence","172.73","",""
"05/01/2023 17:00:00 - 05/01/2023 18:00:00","BZN|NL","Without Sequence","222.10","",""
"05/01/2023 18:00:00 - 05/01/2023 19:00:00","BZN|NL","Without Sequence","194.67","",""
"05/01/2023 19:00:00 - 05/01/2023 20:00:00","BZN|NL","Without Sequence","177.98","",""
"05/01/2023 20:00:00 - 05/01/2023 21:00:00","BZN|NL","Without Sequence","163.99","",""
"05/01/2023 21:00:00 - 05/01/2023 22:00:00","BZN|NL","Without Sequence","152.00","",""
"05/01/2023 22:00:00 - 05/01/2023 23:00:00","BZN|NL","Without Sequence","144.64","",""
"05/01/2023 23:00:00 - 06/01/2023 00:00:00","BZN|NL","Without Sequence","127.00","",""
"06/01/2023 00:00:00 - 06/01/2023 01:00:00","BZN|NL","Without Sequence","107.21","",""
"06/01/2023 01:00:00 - 06/01/2023 02:00:00","BZN|NL","Without Sequence","101.10","",""
"06/01/2023 02:00:00 - 06/01/2023 03:00:00","BZN|NL","Without Sequence","96.73","",""
"06/01/2023 03:00:00 - 06/01/2023 04:00:00","BZN|NL","Without Sequence","81.42","",""
"06/01/2023 04:00:00 - 06/01/2023 05:00:00","BZN|NL","Without Sequence","74.45","",""
"06/01/2023 05:00:00 - 06/01/2023 06:00:00","BZN|NL","Without Sequence","78.32","",""
"06/01/2023 06:00:00 - 06/01/2023 07:00:00","BZN|NL","Without Sequence","96.89","",""
"06/01/2023 07:00:00 - 06/01/2023 08:00:00","BZN|NL","Without Sequence","107.02","",""
"06/01/2023 08:00:00 - 06/01/2023 09:00:00","BZN|NL","Without Sequence","122.94","",""
"06/01/2023 09:00:00 - 06/01/2023 10:00:00","BZN|NL","Without Sequence","166.40","",""
"06/01/2023 10:00:00 - 06/01/2023 11:00:00","BZN|NL","Without Sequence","182.40","",""
"06/01/2023 11:00:00 - 06/01/2023 12:00:00","BZN|NL","Without Sequence","163.67","",""
"06/01/2023 12:00:00 - 06/01/2023 13:00:00","BZN|NL","Without Sequence","140.20","",""
"06/01/2023 13:00:00 - 06/01/2023 14:00:00","BZN|NL","Without Sequence","135.00","",""
"06/01/2023 14:00:00 - 06/01/2023 15:00:00","BZN|NL","Without Sequence","158.00","",""
"06/01/2023 15:00:00 - 06/01/2023 16:00:00","BZN|NL","Without Sequence","170.40","",""
"06/01/2023 16:00:00 - 06/01/2023 17:00:00","BZN|NL","Without Sequence","140.10","",""
"06/01/2023 17:00:00 - 06/01/2023 18:00:00","BZN|NL","Without Sequence","155.93","",""
"06/01/2023 18:00:00 - 06/01/2023 19:00:00","BZN|NL","Without Sequence","163.50","",""
"06/01/2023 19:00:00 - 06/01/2023 20:00:00","BZN|NL","Without Sequence","146.74","",""
"06/01/2023 20:00:00 - 06/01/2023 21:00:00","BZN|NL","Without Sequence","139.39","",""
"06/01/2023 21:00:00 - 06/01/2023 22:00:00","BZN|NL","Without Sequence","131.84","",""
"06/01/2023 22:00:00 - 06/01/2023 23:00:00","BZN|NL","Without Sequence","129.94","",""
"06/01/2023 23:00:00 - 07/01/2023 00:00:00","BZN|NL","Without Sequence","121.31","",""
"07/01/2023 00:00:00 - 07/01/2023 01:00:00","BZN|NL","Without Sequence","97.28","",""
"07/01/2023 01:00:00 - 07/01/2023 02:00:00","BZN|NL","Without Sequence","98.16","",""
"07/01/2023 02:00:00 - 07/01/2023 03:00:00","BZN|NL","Without Sequence","94.96","",""
"07/01/2023 03:00:00 - 07/01/2023 04:00:00","BZN|NL","Without Sequence","83.86","",""
"07/01/2023 04:00:00 - 07/01/2023 05:00:00","BZN|NL","Without Sequence","76.66","",""
"07/01/2023 05:00:00 - 07/01/2023 06:00:00","BZN|NL","Without Sequence","69.88","",""
"07/01/2023 06:00:00 - 07/01/2023 07:00:00","BZN|NL","Without Sequence","76.49","",""
"07/01/2023 07:00:00 - 07/01/2023 08:00:00","BZN|NL","Without Sequence","92.53","",""
"07/01/2023 08:00:00 - 07/01/2023 09:00:00","BZN|NL","Without Sequence","109.94","",""
"07/01/2023 09:00:00 - 07/01/2023 10:00:00","BZN|NL","Without Sequence","112.87","",""
"07/01/2023 10:00:00 - 07/01/2023 11:00:00","BZN|NL","Without Sequence","100.69","",""
"07/01/2023 11:00:00 - 07/01/2023 12:00:00","BZN|NL","Without Sequence","88.32","",""
"07/01/2023 12:00:00 - 07/01/2023 13:00:00","BZN|NL","Without Sequence","87.90","",""
"07/01/2023 13:00:00 - 07/01/2023 14:00:00","BZN|NL","Without Sequence","74.29","",""
"07/01/2023 14:00:00 - 07/01/2023 15:00:00","BZN|NL","Without Sequence","90.00","",""
"07/01/2023 15:00:00 - 07/01/2023 16:00:00","BZN|NL","Without Sequence","86.90","",""
"07/01/2023 16:00:00 - 07/01/2023 17:00:00","BZN|NL","Without Sequence","94.31","",""
"07/01/2023 17:00:00 - 07/01/2023 18:00:00","BZN|NL","Without Sequence","98.32","",""
"07/01/2023 18:00:00 - 07/01/2023 19:00:00","BZN|NL","Without Sequence","100.96","",""
"07/01/2023 19:00:00 - 07/01/2023 20:00:00","BZN|NL","Without Sequence","96.00","",""
"07/01/2023 20:00:00 - 07/01/2023 21:00:00","BZN|NL","Without Sequence","89.10","",""
"07/01/2023 21:00:00 - 07/01/2023 22:00:00","BZN|NL","Without Sequence","62.98","",""
"07/01/2023 22:00:00 - 07/01/2023 23:00:00","BZN|NL","Without Sequence","51.20","",""
"07/01/2023 23:00:00 - 08/01/2023 00:00:00","BZN|NL","Without Sequence","38.79","",""
"08/01/2023 00:00:00 - 08/01/2023 01:00:00","BZN|NL","Without Sequence","11.55","",""
"08/01/2023 01:00:00 - 08/01/2023 02:00:00","BZN|NL","Without Sequence","9.07","",""
"08/01/2023 02:00:00 - 08/01/2023 03:00:00","BZN|NL","Without Sequence","9.10","",""
"08/01/2023 03:00:00 - 08/01/2023 04:00:00","BZN|NL","Without Sequence","3.46","",""
"08/01/2023 04:00:00 - 08/01/2023 05:00:00","BZN|NL","Without Sequence","2.80","",""
"08/01/2023 05:00:00 - 08/01/2023 06:00:00","BZN|NL","Without Sequence","5.08","",""
"08/01/2023 06:00:00 - 08/01/2023 07:00:00","BZN|NL","Without Sequence","9.02","",""
"08/01/2023 07:00:00 - 08/01/2023 08:00:00","BZN|NL","Without Sequence","16.47","",""
"08/01/2023 08:00:00 - 08/01/2023 09:00:00","BZN|NL","Without Sequence","50.23","",""
"08/01/2023 09:00:00 - 08/01/2023 10:00:00","BZN|NL","Without Sequence","83.02","",""
"08/01/2023 10:00:00 - 08/01/2023 11:00:00","BZN|NL","Without Sequence","93.88","",""
"08/01/2023 11:00:00 - 08/01/2023 12:00:00","BZN|NL","Without Sequence","103.87","",""
"08/01/2023 12:00:00 - 08/01/2023 13:00:00","BZN|NL","Without Sequence","101.69","",""
"08/01/2023 13:00:00 - 08/01/2023 14:00:00","BZN|NL","Without Sequence","99.00","",""
"08/01/2023 14:00:00 - 08/01/2023 15:00:00","BZN|NL","Without Sequence","104.29","",""
"08/01/2023 15:00:00 - 08/01/2023 16:00:00","BZN|NL","Without Sequence","103.33","",""
"08/01/2023 16:00:00 - 08/01/2023 17:00:00","BZN|NL","Without Sequence","108.43","",""
"08/01/2023 17:00:00 - 08/01/2023 18:00:00","BZN|NL","Without Sequence","118.72","",""
"08/01/2023 18:00:00 - 08/01/2023 19:00:00","BZN|NL","Without Sequence","122.76","",""
"08/01/2023 19:00:00 - 08/01/2023 20:00:00","BZN|NL","Without Sequence","109.44","",""
"08/01/2023 20:00:00 - 08/01/2023 21:00:00","BZN|NL","Without Sequence","104.41","",""
"08/01/2023 21:00:00 - 08/01/2023 22:00:00","BZN|NL","Without Sequence","98.65","",""
"08/01/2023 22:00:00 - 08/01/2023 23:00:00","BZN|NL","Without Sequence","99.38","",""
"08/01/2023 23:00:00 - 09/01/2023 00:00:00","BZN|NL","Without Sequence","81.34","",""
"09/01/2023 00:00:00 - 09/01/2023 01:00:00","BZN|NL","Without Sequence","75.13","",""
"09/01/2023 01:00:00 - 09/01/2023 02:00:00","BZN|NL","Without Sequence","64.38","",""
"09/01/2023 02:00:00 - 09/01/2023 03:00:00","BZN|NL","Without Sequence","60.28","",""
"09/01/2023 03:00:00 - 09/01/2023 04:00:00","BZN|NL","Without Sequence","39.41","",""
"09/01/2023 04:00:00 - 09/01/2023 05:00:00","BZN|NL","Without Sequence","43.12","",""
"09/01/2023 05:00:00 - 09/01/2023 06:00:00","BZN|NL","Without Sequence","69.07","",""
"09/01/2023 06:00:00 - 09/01/2023 07:00:00","BZN|NL","Without Sequence","107.13","",""
"09/01/2023 07:00:00 - 09/01/2023 08:00:00","BZN|NL","Without Sequence","160.00","",""
"09/01/2023 08:00:00 - 09/01/2023 09:00:00","BZN|NL","Without Sequence","180.00","",""
"09/01/2023 09:00:00 - 09/01/2023 10:00:00","BZN|NL","Without Sequence","177.16","",""
"09/01/2023 10:00:00 - 09/01/2023 11:00:00","BZN|NL","Without Sequence","159.13","",""
"09/01/2023 11:00:00 - 09/01/2023 12:00:00","BZN|NL","Without Sequence","160.78","",""
"09/01/2023 12:00:00 - 09/01/2023 13:00:00","BZN|NL","Without Sequence","141.00","",""
"09/01/2023 13:00:00 - 09/01/2023 14:00:00","BZN|NL","Without Sequence","142.07","",""
"09/01/2023 14:00:00 - 09/01/2023 15:00:00","BZN|NL","Without Sequence","138.97","",""
"09/01/2023 15:00:00 - 09/01/2023 16:00:00","BZN|NL","Without Sequence","151.23","",""
"09/01/2023 16:00:00 - 09/01/2023 17:00:00","BZN|NL","Without Sequence","162.04","",""
"09/01/2023 17:00:00 - 09/01/2023 18:00:00","BZN|NL","Without Sequence","174.27","",""
"09/01/2023 18:00:00 - 09/01/2023 19:00:00","BZN|NL","Without Sequence","182.18","",""
"09/01/2023 19:00:00 - 09/01/2023 20:00:00","BZN|NL","Without Sequence","170.24","",""
"09/01/2023 20:00:00 - 09/01/2023 21:00:00","BZN|NL","Without Sequence","160.51","",""
"09/01/2023 21:00:00 - 09/01/2023 22:00:00","BZN|NL","Without Sequence","138.93","",""
"09/01/2023 22:00:00 - 09/01/2023 23:00:00","BZN|NL","Without Sequence","132.00","",""
"09/01/2023 23:00:00 - 10/01/2023 00:00:00","BZN|NL","Without Sequence","108.31","",""
"10/01/2023 00:00:00 - 10/01/2023 01:00:00","BZN|NL","Without Sequence","106.01","",""
"10/01/2023 01:00:00 - 10/01/2023 02:00:00","BZN|NL","Without Sequence","96.72","",""
"10/01/2023 02:00:00 - 10/01/2023 03:00:00","BZN|NL","Without Sequence","95.15","",""
"10/01/2023 03:00:00 - 10/01/2023 04:00:00","BZN|NL","Without Sequence","90.33","",""
"10/01/2023 04:00:00 - 10/01/2023 05:00:00","BZN|NL","Without Sequence","95.61","",""
"10/01/2023 05:00:00 - 10/01/2023 06:00:00","BZN|NL","Without Sequence","108.60","",""
"10/01/2023 06:00:00 - 10/01/2023 07:00:00","BZN|NL","Without Sequence","138.13","",""
"10/01/2023 07:00:00 - 10/01/2023 08:00:00","BZN|NL","Without Sequence","156.00","",""
"10/01/2023 08:00:00 - 10/01/2023 09:00:00","BZN|NL","Without Sequence","220.00","",""
"10/01/2023 09:00:00 - 10/01/2023 10:00:00","BZN|NL","Without Sequence","222.00","",""
"10/01/2023 10:00:00 - 10/01/2023 11:00:00","BZN|NL","Without Sequence","163.52","",""
"10/01/2023 11:00:00 - 10/01/2023 12:00:00","BZN|NL","Without Sequence","147.60","",""
"10/01/2023 12:00:00 - 10/01/2023 13:00:00","BZN|NL","Without Sequence","141.25","",""
"10/01/2023 13:00:00 - 10/01/2023 14:00:00","BZN|NL","Without Sequence","141.68","",""
"10/01/2023 14:00:00 - 10/01/2023 15:00:00","BZN|NL","Without Sequence","145.41","",""
"10/01/2023 15:00:00 - 10/01/2023 16:00:00","BZN|NL","Without Sequence","145.92","",""
"10/01/2023 16:00:00 - 10/01/2023 17:00:00","BZN|NL","Without Sequence","140.11","",""
"10/01/2023 17:00:00 - 10/01/2023 18:00:00","BZN|NL","Without Sequence","147.90","",""
"10/01/2023 18:00:00 - 10/01/2023 19:00:00","BZN|NL","Without Sequence","144.74","",""
"10/01/2023 19:00:00 - 10/01/2023 20:00:00","BZN|NL","Without Sequence","130.10","",""
"10/01/2023 20:00:00 - 10/01/2023 21:00:00","BZN|NL","Without Sequence","122.81","",""
"10/01/2023 21:00:00 - 10/01/2023 22:00:00","BZN|NL","Without Sequence","101.90","",""
"10/01/2023 22:00:00 - 10/01/2023 23:00:00","BZN|NL","Without Sequence","82.00","",""
"10/01/2023 23:00:00 - 11/01/2023 00:00:00","BZN|NL","Without Sequence","42.96","",""
"11/01/2023 00:00:00 - 11/01/2023 01:00:00","BZN|NL","Without Sequence","5.00","",""
"11/01/2023 01:00:00 - 11/01/2023 02:00:00","BZN|NL","Without Sequence","0.00","",""
"11/01/2023 02:00:00 - 11/01/2023 03:00:00","BZN|NL","Without Sequence","-0.33","",""
"11/01/2023 03:00:00 - 11/01/2023 04:00:00","BZN|NL","Without Sequence","-0.23","",""
"11/01/2023 04:00:00 - 11/01/2023 05:00:00","BZN|NL","Without Sequence","0.00","",""
"11/01/2023 05:00:00 - 11/01/2023 06:00:00","BZN|NL","Without Sequence","2.59","",""
"11/01/2023 06:00:00 - 11/01/2023 07:00:00","BZN|NL","Without Sequence","57.31","",""
"11/01/2023 07:00:00 - 11/01/2023 08:00:00","BZN|NL","Without Sequence","91.11","",""
"11/01/2023 08:00:00 - 11/01/2023 09:00:00","BZN|NL","Without Sequence","163.58","",""
"11/01/2023 09:00:00 - 11/01/2023 10:00:00","BZN|NL","Without Sequence","155.60","",""
"11/01/2023 10:00:00 - 11/01/2023 11:00:00","BZN|NL","Without Sequence","131.78","",""
"11/01/2023 11:00:00 - 11/01/2023 12:00:00","BZN|NL","Without Sequence","130.60","",""
"11/01/2023 12:00:00 - 11/01/2023 13:00:00","BZN|NL","Without Sequence","117.82","",""
"11/01/2023 13:00:00 - 11/01/2023 14:00:00","BZN|NL","Without Sequence","110.54","",""
"11/01/2023 14:00:00 - 11/01/2023 15:00:00","BZN|NL","Without Sequence","115.74","",""
"11/01/2023 15:00:00 - 11/01/2023 16:00:00","BZN|NL","Without Sequence","118.83","",""
"11/01/2023 16:00:00 - 11/01/2023 17:00:00","BZN|NL","Without Sequence","120.81","",""
"11/01/2023 17:00:00 - 11/01/2023 18:00:00","BZN|NL","Without Sequence","133.79","",""
"11/01/2023 18:00:00 - 11/01/2023 19:00:00","BZN|NL","Without Sequence","133.87","",""
"11/01/2023 19:00:00 - 11/01/2023 20:00:00","BZN|NL","Without Sequence","129.90","",""
"11/01/2023 20:00:00 - 11/01/2023 21:00:00","BZN|NL","Without Sequence","118.53","",""
"11/01/2023 21:00:00 - 11/01/2023 22:00:00","BZN|NL","Without Sequence","94.87","",""
"11/01/2023 22:00:00 - 11/01/2023 23:00:00","BZN|NL","Without Sequence","92.03","",""
"11/01/2023 23:00:00 - 12/01/2023 00:00:00","BZN|NL","Without Sequence","69.23","",""
"12/01/2023 00:00:00 - 12/01/2023 01:00:00","BZN|NL","Without Sequence","21.74","",""
"12/01/2023 01:00:00 - 12/01/2023 02:00:00","BZN|NL","Without Sequence","5.92","",""
"12/01/2023 02:00:00 - 12/01/2023 03:00:00","BZN|NL","Without Sequence","5.66","",""
"12/01/2023 03:00:00 - 12/01/2023 04:00:00","BZN|NL","Without Sequence","0.10","",""
"12/01/2023 04:00:00 - 12/01/2023 05:00:00","BZN|NL","Without Sequence","2.73","",""
"12/01/2023 05:00:00 - 12/01/2023 06:00:00","BZN|NL","Without Sequence","25.55","",""
"12/01/2023 06:00:00 - 12/01/2023 07:00:00","BZN|NL","Without Sequence","85.72","",""
"12/01/2023 07:00:00 - 12/01/2023 08:00:00","BZN|NL","Without Sequence","115.35","",""
"12/01/2023 08:00:00 - 12/01/2023 09:00:00","BZN|NL","Without Sequence","138.60","",""
"12/01/2023 09:00:00 - 12/01/2023 10:00:00","BZN|NL","Without Sequence","156.60","",""
"12/01/2023 10:00:00 - 12/01/2023 11:00:00","BZN|NL","Without Sequence","110.00","",""
"12/01/2023 11:00:00 - 12/01/2023 12:00:00","BZN|NL","Without Sequence","111.92","",""
